5.408074630016534738e-25,7.096534019720909248e-01,2.880423866241934583e-01,1.122391826826242586e-26,2.304211403715596129e-03,8.024105635911188374e-20,9.520056702628891624e-30,4.361371525936674008e-28,2.079283910871348150e-24,4.230277446873508056e-27
2.126919333431385450e-01,5.646792850958201049e-01,3.160768219201781530e-10,5.092667613004839086e-24,1.361589540704491976e-19,1.709498557496608169e-18,1.148409825133349334e-16,1.742184812776193156e-22,2.834040982930793501e-24,2.226287812449644354e-01
6.957214010972051477e-05,1.868038805467417685e-01,1.651459104772837821e-15,3.189445118587886007e-15,7.123709606699689577e-24,2.052324961594738928e-01,1.772755939171068269e-22,4.545481071762117828e-27,2.574532931272342784e-02,5.821487218409463482e-01
8.731325534151399330e-11,4.405985036809355604e-01,3.927372424197932965e-08,1.895836232710726133e-07,3.010802787585425643e-06,1.502397603969494953e-06,2.177433057025934815e-01,4.558792234909595963e-08,1.020785244208708101e-07,3.416533008049718045e-01
1.711979032445213539e-17,3.354319439755194788e-06,9.617509129700509369e-32,3.605416829593758250e-08,6.219299179305778913e-02,1.026670454461111515e-20,2.870359954553565185e-01,1.565991470446082465e-14,4.197203594359064649e-01,2.310472629420554924e-01
6.577502222678458286e-07,5.938069122971837560e-02,1.794419430683776561e-13,1.350206586959938615e-03,1.617069389178971565e-21,8.840166063857334278e-01,1.600632650451029574e-25,3.311043584820612130e-27,2.278923120728899713e-06,5.524955912406580988e-02
3.522940776620171877e-07,3.433209829201926966e-01,3.342953094850467100e-01,4.312902394088720696e-16,1.148236419607249166e-18,8.934305133966060491e-03,1.154447838498449069e-14,2.013114618397956495e-09,4.566187156464949117e-08,3.134490024917186979e-01
8.207828920948513352e-01,3.107293906238205123e-31,1.389214042924517001e-01,3.850923775979728138e-11,2.542063084268608057e-24,8.605948638278512679e-08,1.503422262386802952e-20,4.265111017426353429e-25,1.165902619771497781e-30,4.029561751470141923e-02
3.593773355704646399e-02,1.022005350206629028e-19,1.615024271356130118e-04,2.565307527965745519e-03,6.218643305816339284e-01,1.635649806494931802e-01,8.195073475468341029e-02,6.504497617948138137e-09,7.011578583862070602e-16,9.395540399754334637e-02
8.539463441133821393e-16,3.000889709586449174e-29,9.952245430517077704e-13,3.277829320782440907e-10,9.349942760206765291e-01,2.173822246990205257e-05,6.471012339589768403e-02,1.033587472359636251e-11,2.738620218411396160e-04,7.977816592845414285e-23
2.799375661051876195e-30,1.220153689701060077e-49,1.000000000000000000e+00,2.081315275057714307e-40,3.207661103298771317e-31,7.288349873207096874e-44,7.883763063740753207e-47,9.305077278687681298e-47,2.767207575417662222e-38,8.833376787140384662e-52
3.007724966780436077e-02,2.284610064401743808e-22,6.908859364493271564e-11,1.330261609041361748e-20,5.374625811592441734e-25,1.549587139497136336e-13,9.727863010039887835e-23,5.617920978295589923e-24,1.637142110735081923e-21,9.699227502629521602e-01
2.454528075085106871e-16,1.718398089391769703e-08,2.584737409130665187e-01,1.153311993515861722e-01,6.119683556456344958e-02,1.994800483924346057e-01,1.116611441736734643e-18,1.047152242164828465e-06,3.520895592726612788e-01,1.342755216946469460e-02
4.618890261754704178e-25,5.998559103588401165e-01,8.814973611054719533e-15,2.812250901487722832e-01,1.043520186212611124e-03,1.480769128926770367e-05,3.158665653672983344e-05,1.178218516201293975e-01,7.233338103902217672e-06,1.068926096913481204e-13
2.244304215724636761e-05,5.924530044450930510e-02,3.547623003978581102e-01,5.335904902021001029e-10,6.395471257857181871e-09,3.556014101981108122e-01,2.302120685674859113e-01,4.806180092735957651e-05,8.998088461275240653e-06,9.941053142813600614e-05
9.603492593170440140e-07,2.957953112654539596e-04,1.979678914228273912e-01,4.297509498487306788e-17,7.850963041151293176e-01,5.389327069059921988e-22,2.740423994263442976e-05,1.661164456157586747e-02,7.733520924926220406e-20,2.672842527118578215e-28
2.569203839070837773e-14,3.503653107477235248e-14,8.760539386489009946e-20,4.083809138467159276e-18,9.998480587153550925e-01,1.161232473172374117e-22,1.716582882242954627e-07,1.517696262723317133e-04,2.357047297230712080e-14,3.208159416150660078e-28
6.449572769406320327e-04,3.252987716143854259e-11,8.995565306473499861e-03,4.875712387261142006e-02,1.057483622567130452e-16,2.493131057609130063e-01,6.890570205043230478e-01,3.232227246206601391e-03,5.639719462463981911e-19,1.809896314808746154e-15
1.896526206429682282e-01,9.558150987619716326e-05,8.875946106802928885e-16,4.580362462042884136e-02,1.657561209012722810e-12,4.749565893121688448e-02,5.600467335880287001e-01,1.569057802606398377e-01,4.451755867721613459e-10,7.338352987556787406e-15
6.334401629363525243e-01,2.189459199732840067e-04,6.268432373085548771e-13,9.495631146343636280e-07,2.998860609831793576e-17,1.223774519771188378e-10,3.192699993605381363e-03,3.630088774979558508e-01,1.383639659845326692e-04,9.523940947969111250e-15
5.585961662217994503e-17,3.750910694118459375e-14,1.634306384128661380e-06,1.826614211822241986e-21,7.855752312721369091e-01,2.119778285654279476e-15,1.589727465513052218e-01,5.545038787013408660e-02,2.432524332391397339e-20,6.986405268049157820e-21
8.048816043178886881e-01,1.496219979680672887e-07,3.454018297253859913e-14,5.070705925967743111e-02,1.381565060770129177e-13,1.174268030233418941e-01,8.158560357763695273e-05,7.256374302573980886e-09,1.318942994604326251e-05,2.688960148702335823e-02
2.015235030957302637e-02,1.640734033355738509e-10,1.224437728680316893e-06,9.515288116960078760e-12,1.245911999469781641e-07,3.870522146966689503e-01,1.359245803790049695e-02,7.036214851021996042e-16,5.792014915196652680e-01,1.362336743016016810e-07
8.432809660267968077e-01,2.458244646822415265e-09,3.314024239130955538e-03,2.498333868432219690e-02,1.543140794864740205e-08,1.201051771169248106e-01,6.755817065353525825e-10,8.316475367591001297e-03,2.723788104305287945e-19,1.055553301909905539e-18
9.165119346433512749e-15,8.581210258705485952e-06,4.578796467712093476e-01,1.767239310245928949e-19,3.235734205888848164e-02,6.665423998728096741e-14,3.068745126919431021e-01,2.028771308371457027e-01,2.786430478905905480e-06,1.234366682705710260e-24
1.084325726819699362e-15,9.999990233873354839e-01,7.439811326433977025e-07,1.535416477785770151e-22,2.326271343073480147e-07,1.817302457579754003e-16,2.086254071007041816e-13,4.187687930153075425e-12,1.005932675454825910e-16,2.536211797779086689e-22
4.259686311245048755e-25,9.999999489614942449e-01,9.408780047723498839e-27,5.103850559144877146e-08,2.255664123449229585e-21,1.324816957258624986e-16,1.282615865384901394e-25,1.617990001242963246e-23,9.646428152582372597e-29,3.321308449569920118e-17
3.701399025885366390e-13,1.585207230587151739e-01,3.877032847103538475e-26,3.902190637358024924e-17,7.102256407679498363e-21,1.969031557320495285e-01,4.928208772013507240e-27,3.085392419840281132e-28,5.064252147733801690e-07,6.445756147836503303e-01
1.468963439714433264e-03,2.740512074524398933e-18,6.292631073336002467e-02,2.780908518820197831e-13,6.748330587410261705e-02,3.093945344305457090e-01,1.201456740897319936e-01,2.089775088527645533e-17,8.864985284194257242e-03,4.297162261480728662e-01
8.981073620099650788e-32,1.562716153396216685e-52,1.000000000000000000e+00,1.208903269710979977e-44,5.626735228422620251e-26,1.611350145898775707e-38,1.764129740106558901e-43,1.179559116966053869e-43,2.991533998925214385e-43,3.907845248388851154e-37
1.357304495183789539e-01,5.909671392065603679e-07,5.326466773600170290e-01,1.166338544857617771e-09,9.978170729334481792e-02,3.499000800093397118e-02,1.604954458741381858e-25,4.889475330723691506e-14,3.369486909372325762e-19,1.968505656937986625e-01
1.592183319298019479e-20,2.691342164120746475e-25,1.975910406776257416e-21,1.598976895750315068e-04,3.122868171158241779e-01,5.807001565422341416e-02,6.550967449085521337e-07,1.904937821336063018e-20,1.625718908280487096e-01,4.669107236155836671e-01
1.184783248620653541e-21,5.759798290032791515e-16,3.859038193204439324e-19,5.283484783166997149e-03,1.631473306972588411e-01,8.190924806991751945e-09,9.570984985859644159e-18,7.539385643145165730e-19,8.315684897596634650e-01,6.865689852531940930e-07
2.123536777785774710e-01,6.406922617358915292e-16,7.829439432088174805e-03,1.159811052867676558e-03,4.531874876398787116e-10,8.207204671595023349e-06,4.107655014188346110e-01,3.678833626491261888e-01,1.294984344720441905e-17,1.064616645378109472e-11
2.236394647674560315e-13,4.466863524002485236e-03,5.155161054763422448e-11,2.290517724233180995e-09,2.441738794216257260e-05,3.274904695096142534e-12,8.700938704182129557e-01,1.251627672193663943e-01,2.029502556930121879e-08,2.520588098826316526e-04
4.536773792860692711e-01,2.614268248916937210e-02,9.125068494656819046e-03,4.732207999502823781e-01,4.971303801777299938e-12,5.762646763599666966e-08,2.725483895420095781e-02,4.272525541726340977e-03,6.306647652455863069e-03,6.330665795029266146e-17
4.035389616551199079e-14,8.212771464878191432e-21,2.620857482270589061e-05,2.463304083303223331e-21,1.789701672702908447e-02,7.370013513314135255e-20,8.007468260357806248e-07,9.820759739512819886e-01,4.720080351632563035e-17,1.856993874949288013e-20
7.814047710025780387e-25,9.999999289803838121e-01,4.224700081930577870e-25,7.101961413332614842e-08,4.641678768270027790e-21,2.085231057081673739e-15,4.211470357403011034e-24,3.011666901892647916e-22,5.721136449999086376e-28,4.636313941140395715e-17
6.731524620220415342e-09,8.113341725572291441e-02,7.756664875497593278e-25,1.200965862501639332e-11,1.213244225268925004e-28,1.169883706240940902e-01,2.459594965886089777e-16,3.050808630685012512e-17,4.670068782733975968e-13,8.018782053761813744e-01
2.111474192306094936e-13,1.585207248599131424e-01,4.850189530953006873e-26,3.135377616653316517e-17,9.181099099898070974e-21,1.969031568600250470e-01,2.435219625467001137e-27,1.477666052669941868e-28,5.027916069445666935e-07,6.445756154882436029e-01
1.516728421513935637e-04,3.299287386045241012e-18,6.073674062037683063e-02,1.366003704670931754e-12,6.778268845629559225e-02,3.143034894700070803e-01,1.247174287948564081e-01,1.002981397147231184e-17,8.194818176150617944e-03,4.241131616387961434e-01
